,Carbohydrates,Energy (kCal),Fat,Protein,barcode,ingredients,name
111,52.0,550.0,34.0,7.6,5410976321019,"['sucre', 'noisettes', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant', 'lécithine de soja', 'arôme naturel de vanille']",
112,45.0,597.0,42.0,9.0,7616500020139,"['sucre', 'beurre de cacao', 'amandes', 'moulues', 'lait écrémé en poudre', 'lait entier en poudre', 'huile de coco', 'émulsifiant', 'lécithine de soja', 'arômes', 'avec noisette', 'peut contenir du gluten', ""des œufs et des traces d'autres fruits à coque"", 'noix']",Frey Giandor Blanc
114,87.6,393.0,3.1,0.01,5010478602571,"['sucre', ""correcteur d'acidite"", 'acide malique', 'acide stearique vegetale', 'bicarbonate de sodium', 'amidon modifie de mais', 'stearat de magnésium', 'antiagglomerant', 'carbonate de magnésium', 'arômes', 'colorants', 'rouge de betterave', 'complexes cuivre', 'chlorophylles', 'curcumine', 'extrait de sureau', 'extrait de peau de raisin', 'lutéine', 'paprika']",Swizzels love hearts
118,25.0,297.0,18.0,8.0,7613331014313,"['produit à base de viande de porc «farce au jambon»', 'jambon', 'viande de porc', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'épaississant', 'e407', 'maitodextrine', 'dextrose', 'condiment', 'stabilisants', 'e 450', 'e 451', 'sucre', 'antioxydants', 'e 301', 'e 331', 'épices', 'exhausteur de goût', 'e 621', 'arôme', 'chair à saucisse pour fromage d’italie', 'viande de porc', 'eau', 'lard', 'couenne', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'protéines lactiques', 'maltodextrine', 'stabilisants', 'e 450', 'e 452', 'lactose', 'épices', 'exhausteur de goût', 'e 621', 'condiment', 'huile de colza', 'arôme', 'antioxydant', 'e 300', ""blanc d'œuf"", 'moutarde', 'bouillon de viande', 'avec exhausteur de goût', 'e 621', 'condiment', 'dextrose', 'antioxydant', 'e 392', 'pâte feuilletée', 'farine de froment', 'eau', 'graisses et huiles végétales', 'palme', 'colza', 'oeuf entier', 'sel de cuisine iodé', 'acidifiant', 'e 330', 'émulsifiants', 'e471', 'e 475', 'farine de malt d’orge']",coop Qualité & Prix Schinkengipfeli
119,16.0,70.0,0.2,0.5,7613035032422,"['bananes', 'pommes 49', 'jus de citron concentré', 'vitamine c']","Nestle NaturNes Banane, Apfel"
122,,,,,7610849275083,['cacahuètes grillées'],
123,,,,,5411681014005,"['eau', ""malt d'orge"", 'glucose', 'levure', 'houblon', ""contient de l'orge""]",Duvel BELGIAN GOLDEN ALE
125,,,,,7617014156239,"['café torréfié', 'arôme naturel']",Delizio Espresso Caramello
126,67.0,478.0,19.0,8.2,7614800120009,"['farine de blé', 'sucre', 'graisse de coco', 'œufs', 'beurre', 'sel', 'poudre à lever', 'carbonates de sodium', 'arôme', ""peut contenir des traces de noisettes et d'amandes""]",Kambly BRETZELI
127,4.5,29.0,0.5,0.9,7613269303176,"['petits oignons blancs', 'pays', 'bas/italie', ""vinaigres d'alcool et de vin blanc"", 'sel de cuisine iodé', 'sucre', 'graines de moutarde', 'antioxydant', 'disulfite de potassium']",CONDY Silberzwiebeln
130,,,,,7610848300632,['lait entier standardisé'],
131,95.0,388.0,0.0,0.0,7610818568963,"['sucre', 'dextrose', 'acidifiant', 'e 330', 'caramel arômatique', 'extrait de thé noir', 'jus de citron en poudre', 'arôme']",Coop Prix Garantie Ice Tea Classic
133,13.0,73.0,1.0,2.5,7610900017904,"['yogourt partiellement écrémé', 'framboises', 'sucre']",Emmi Drink pur Framboise 100% pur - ohne Zusatzstoffe
134,68.0,364.0,2.0,15.0,7610801001064,"['semoule de blé dur', 'semoule de blé dur complet']",Coop JAMADU Suppenbuchstaben
135,12.0,51.0,0.1,0.3,3608580002628,"[""jus d'ananas"", 'épaississants', 'pectine de fruits', 'gellane']",Ananas pressés
139,,,,,8000795012327,['eau'],
141,98.0,392.0,0.0,0.0,7610597012121,"['sucre', 'amidons', 'riz', 'maïs', 'blé', 'sirop de glucose', 'colorant', 'e174', 'arôme vanilline', 'peut contenir', 'lait', 'soja', 'arachides', 'noisettes']",JOLLY DESSERT SILBERPERLEN
142,0.5,98.0,10.0,1.0,7610848360568,"['olives vertes', 'eau', 'ail', 'sel de cuisine', 'acidifiants', 'e 330', 'e 270', 'exhausteur de saveur', 'e 621', 'antioxydant', 'e300', 'teneur totale en sel de cuisine', '3']",Coop Grüne Oliven
143,85.0,376.0,0.0,6.0,7610121000020,"['sirop de glucose déshydraté', 'café torréfié', 'chicorée torréffiée']",
144,11.0,68.0,2.5,0.5,7613269588375,"['eau', 'poudre de riz 8', 'sirop de riz', 'amidon de riz', 'farine de riz', 'huile de tournesol', 'amidon de riz', 'sucre de canne brut', 'maltodextrine de', 'riz', 'lécithine de tournesol', 'épaississant', 'e407', 'de production biologique étrangerè']",Migros Bio Reisdrink ohne Milch
145,11.0,84.0,0.2,9.0,5690527901000,"['lait écrémé pasteurisié', 'fraises', 'sucre', 'sirop de glucose', 'fructose', 'amidon de maïs modifié', 'concentré végétal colorant', 'betterave rouge', 'carthame', 'épaississant', 'pectine', 'arômes', 'cultures de skyr']",Icelandic Skyr Erdbeere
146,72.0,350.0,1.5,13.0,8001200024102,"['semoule de blé dur', ""peut contenir des traces d'œufs""]",Agnesi Le Cravattine N.60 Fine Quality Pasta
147,8.0,33.0,0.5,0.5,42279006,"['jus de cassis', ""de l'agriculture biologique""]",
148,50.0,362.0,16.0,4.3,7610089004993,"['mélange pour cake', 'farine de froment', 'sucre', 'amidon de froment', 'poudre à lever', 'e450i', 'e550ii', 'amidon de riz', 'arôme naturel de citron', 'émulsifiants', 'e475', 'e471', 'e433', 'sel comestible', 'mélange pour glaçage', 'sucre', 'amidon modifié', 'acidifiant', 'e330', 'arôme naturel de citron']",Dr.Oetker : Zitronen Cake
149,34.3,157.0,0.5,3.3,5410673854001,['riz long grain etuve'],Uncle Ben's Kochbeutel Langkornreis
150,,,,,7613269325352,"['amidon de maïs', 'capsule végétale', 'e464', 'extraits de legumes et de fruits', 'olives', 'tomates', 'carottes', 'brocoli', 'chou', 'oignons', 'ail', 'concombres', 'asperge', 'raisins blancs et noirs', 'oranges', 'pamplemousses', 'myrtilles', 'papaye', 'ananas', 'fraise', 'pomme', 'abricot', 'cerise', 'cassis', '13 vitamines', 'a', 'd', 'e', 'c', 'vitamine k', 'b1', 'b2', 'niacine', 'b6', 'acide folique', 'b12', 'biotine', 'acide pantothénique', 'lutéine', '3 sels minéraux', 'lactate ferreux', 'lactate de zinc', 'levure au sélénium', 'antiagglomérants', 'acide silicique et stéarate de magnésium', 'coenzyme q10']",actilife Best Age 50+
151,,,,,7613312070970,"['eau', 'huile de colza', 'yogourt', 'chutney à la mangue', 'morceaux de mangue', 'sucre', 'eau', 'sel de cuisine', 'acidifiant', 'acide acétique', ""vinaigre d'eau"", 'de', 'vie', ""préparation d'épices"", 'amidon modifié de maïs', 'sucre', ""jaune d'œuf en poudre"", ""jaune d'œuf"", ""d'œufs d'élevage en plein air"", 'sel de cuisine maltodextrine', 'émulsifiant e 341', 'sel de cuisine épaississant', 'e415', 'conservateur e 202']",Namaste India RAITA DIP Joghurt-Kaltsauce mit Gewürzen
152,21.0,106.0,0.5,4.5,8002510300207,"['tomates', 'sel']",Doppio Longobardi Tomatenmark Zweifach Konzentriert
153,10.0,44.0,0.1,0.2,3608580007845,"['eau', 'purée de poires', 'sucre', 'arômes naturels de poire', 'antioxydant', 'acide ascorbique', 'acidifiant', 'acide citrique']",Birnensaft
155,17.0,108.0,3.0,3.0,7613312015162,"['ail', 'huile de tournesol', 'sucre', 'alcool', ""correcteur d'acidité"", 'acide acétique', 'sel de cuisine', 'exhausteur de goût', 'glutamate monosodique', 'herbes aromatiques 0', '2', 'chili']",Condy Knoblauch
159,60.0,245.0,0.0,0.5,7616800101361,"['sucre', 'oranges amères', ""jus d'orange à partir de concentré"", 'acidifiant', 'acide citrique', 'gélifiant', 'pectine']",
161,0.0,819.0,91.0,0.0,7610200323712,"[""huile d'olive"", 'de production biologique étrangère']",Migros Bio Griechisches Olivenöl
162,,,,,0070177095949,"['rooibos', 'arôme', '2', 'carthame']",Twinings Golden Caramel Rooibos
163,19.0,584.0,46.0,12.5,3046920022606,"['pâte de cacao', 'cacao maigre', 'beurre de cacao', 'cassonade', 'vanille', 'peut contenir des fruits à coque', 'du lait', 'du soja', 'des graines de sésame et du blé']",Lindt Excellence 85% Cacao Noir Puissant
164,71.0,335.0,23.0,46.0,3033610030119,"['sucre', 'farine de seigle', 'miel', 'jaunes', 'doeufs', 'épices', 'dont poivre 0', 'poudres à lever', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'diphosphate disodique', 'peut contenir des traces de lait', 'soja et fruits à coque']",Labeyrie Pain Spécial Foie Gras D'épices Finement Poivré
165,4.0,26.0,0.0,1.5,7610809036303,['coulis de tomates bio'],COOP NATURAPLAN Passata di Pomodoro
167,74.0,,,12.0,7610829207165,"['semoule de blé dur', 'pulpe et jus de citron', 'curcuma']",coop Hartweizen-Teigwaren mit Zitronen
168,16.0,103.0,2.8,3.5,7616600708944,"['yogourt sans lactose', 'lait', 'protéines du lait', 'sucre 10', 'extrait de café 6', 'amidon modifié de tapioca', 'jus de citron concentré', 'arôme']",Migros aha Joghurt Mokka
169,40.0,167.0,0.0,2.0,7617027768535,"['concentré de tomate', 'sucre', 'sirop de betterave sucrière', ""vinaigre d'eau"", 'de', 'vie', 'eau', 'épices', 'avec des graines de moutarde', 'herbes', 'sel de cuisine iodé', ""concentré de jus d'orange"", 'graines de soja', 'farine de blé', 'extrait de levure', 'anchois', 'épaississant', 'farine de graines de guar', 'arôme']",Migi's Barbecue Marinade
170,58.0,245.0,0.5,0.9,3045320002942,"['sucre', 'marron', 'sucre roux de canne', 'extrait pur de vanille']",Bonne Maman Kastanien mit Vanille
171,7.6,205.0,18.6,1.9,3253330812011,"['artichaut 26', 'mascarpone', 'crème', 'lait', 'acide citrique', '11', 'crème', 'créme de lait', 'épaisissant', 'carraghénanes', 'tomates 20', 'concentré de tomate 6', 'huile de tournesol', 'oignons', 'sel', 'persil', 'ail', 'basilic', 'poivre', 'amidon modifié de mais', 'ce produit peut contenir des traces de', 'crustacés', 'poissons', 'oeufs', 'moutarde', 'sulfites']",Bruschetta mascarpone tomates artichauts
173,0.01,898.0,99.8,0.1,7617300720809,"['beurre à rôtir', 'pasteurisé', 'pur beurre fondu']",MIGROS BRATBUTTER
174,69.0,453.0,18.0,3.5,7616500638075,"['sucre', 'lait condensé sucré', 'sirop de glucose', 'beurre de cacao', 'crispies de riz', 'riz', 'sucre', 'sel de cuisine', 'lait entier en poudre', 'pâte de cacao', 'huile de coco', 'sirop de sucre inverti', 'sirop de sucre caramel', 'émulsifiant', 'lécithine de soja', 'sel de cuisine iodé', 'arômes', 'cacao', 'minimum dans le chocolat']",
175,0.5,731.0,80.6,1.0,7616600380300,"['huile de tournesol', ""vinaigre d'alcool"", ""jaune d'oeuf"", ""d'élevage au sol"", '7', 'sel de cuisine', 'moutarde', 'jus de citron concentré', 'essence de citron', 'curcuma']",
176,2.0,227.0,18.0,17.0,7610846839202,"['lait', 'sel marin', 'teneur totale en sel de cuisine 0']",Coop Qualité & Prix Mozzarella Stange
177,50.0,536.0,32.0,10.0,7617400034974,"['sucre', 'amandes', 'lait entier en poudre', 'beurre de cacao', 'huiles végétales', 'palme', 'colza', 'farine de blé', 'sirop de glucose', 'noisettes', 'pâte de cacao', ""blanc d'oeuf en poudre"", ""d'élevage au sol"", 'glucose', 'sirop de sucre inverti', 'émulsifiant', 'lécithines de soja', 'poudre à lever', 'e 503', 'arôme naturel', 'sel de cuisine', ""malt d'orge""]",Créa d'Or MANDELPLÄTZLI
178,6.2,63.0,2.7,2.8,4104420146846,"['eau', 'carottes', 'riz cuit', 'viande de poulet', 'brocolis 6', 'rutabagas', 'farine de maïs', 'huile de colza 1', 'double concentré de tomates', 'persil', ""livèche de l'agriculture biodynamique de l'agriculture biologique""]",Alnatura Gemüsereis mit Huhn
180,50.1,444.0,19.7,14.3,7610100017810,"['flocons de pommes de terre', 'produit à base de viande', 'viande de bœuf', 'graisse de palme', 'amidon de pommes de terre', 'sel de cuisine iodé', ""blanc d'œuf"", 'épices', 'ail', 'poivre blanc', 'coriandre noix de muscade', 'graisse et huile végétales', 'palme', 'tournesol', 'lactose', 'sel de cuisine iodé', 'extrait de levure', 'protéine de lait', '0', 'oignons grillés', 'arômes', 'persil', 'acidifiant', 'acide citrique', 'peut contenir du soja', 'gluten', 'céleri et moutarde']",Maggi Quick Lunch Kartoffelstock mit Fleischkügeli
184,23.0,146.0,3.5,4.0,7613312029077,"['yogourt partiellement écrémé', 'lait entier', 'sucre', 'produits laitiers en poudre', 'crème', 'sirop de glucose', 'polydextrose', 'acidifiant', 'acide lactique', 'stabilisants', 'farine de graines de caroube et farine de graines de guar', 'émulsifiant', 'e 471', 'arôme naturel']",Frozen Yo Nature
185,11.0,53.0,0.5,0.8,7617027853101,"['concombres', 'eau', 'sucre', ""vinaigre d'alcool"", 'sel de cuisine', 'graines de moutarde', 'piment de cayenne déshydrate', 'aneth séché 0', 'curcuma']",CONDY Süss-sauer Gurkenscheiben mit Dill
186,58.0,238.0,0.0,1.0,7640109230316,"['oranges', 'europe du sud', 'amérique', 'sucre', 'ch', 'acidifiants', 'acide citrique', 'acide ascorbique', 'gélifiant', 'pectine de fruits']",Ottiger Orangenmarmelade
187,10.0,41.0,0.0,0.0,7610097144186,"['eau', 'sucre', 'jus de fruit de la passion', 'gaz', 'carbonique', 'acidifiant', 'acide citrique', 'stabilisant', 'e 466', 'vitamin c', 'colorant', 'beta', 'carotène', 'arômes', 'pasteurisé']",Migros Passaia mit Saft der Passionfrucht
188,62.0,385.0,11.0,8.0,7610827702839,"['fécule de pomme de terre', 'maltodextrine', 'extrait de champignons de paris en poudre', 'exhausteurs de saveur', 'e 621', 'e 631', 'huile de palme', 'sel de cuisine', 'petit', 'lait en poudre', 'beurre en poudre', 'champignons de paris', 'lactose', 'lait écrémé en poudre', 'protéines lactiques', 'sirop de sucre caramélisé', 'arômes', 'persil', 'émulsifiant', 'e 322 de soja', 'stabilisant', 'e 450', 'colorant', 'e 101']",
189,82.0,283.0,8.0,3.5,7613269347477,"['maltitols', 'isomalt', 'huile de coco', 'gélatine alimentaire', 'porc', 'essence de menthe 0', 'acidifiant', 'acide citrique', 'menthoi', 'édulcorants', 'sucralose et acesulfame', 'k']",Smams Sugarfree Mint
190,8.2,70.0,2.9,2.2,4062300264977,"['tomates', 'eau', 'spaghetti cuits', 'pates de semoule de blé dur', 'carottes', 'viande de bouef', 'céleri', 'huile de colza 2', 'amidon de riz', 'farine de blé', 'oignons', 'sel de cuisine iodé', 'épices', 'origan', ""les pâtes peuvent contenir des traces d'oeufs""]",Hipp Spaghetti bolognese
191,12.0,55.0,0.5,0.5,7613269429838,"['ananas', 'melons orange', 'pommes', 'avec antioxydants', 'e 302 et acide citrique', 'raisin noir']",
193,12.0,572.0,46.0,24.0,7610095219909,"['pistaches', ""préparation d'épices"", 'paprika', 'sel', 'oignon', 'extrait de levure', 'colorant', 'extrait de paprika', 'arôme de fumée', 'extrait de piment rouge', 'glucose']",ZWEIFEL PISTAZIEN Paprika
194,1.0,231.0,17.0,18.5,8000430132267,"['lait demi', 'écrémé pasteurisé', 'sel', 'présure', ""correcteur d'acidité"", 'acide citrique']",Mozzarella 20 Mini
195,80.0,328.0,0.0,0.5,7610800016885,['miel'],Coop Qualite & Prix Waldhonig
196,89.0,382.0,3.0,0.9,7613269296058,"['sucre', 'sirop de glucose', 'lait condensé sucre', 'humectant', 'sirop de sorbitol', 'huile de palme et huile de tournesol', 'arômes naturels', 'sel de cuisine iodé', 'café moulu 0', 'sirop de sucre caramélise', 'émulsifiant lécithine de soja']",Prima Mocca Gefüllte Bonbons mit Moccageschmack
197,48.0,383.0,17.0,8.0,8005190402636,"['farine de blé', 'farce au mascarpone', 'sucre', 'eau', 'sirop de glucose', 'beurre', ""jaune d'oeuf 8"", ""d'oeufs d'élevage au sol"", 'lait écréme en poudre', 'alcool', 'mascarpone', 'fromage', 'arômes', 'épaississant', 'pectine', 'conservateur', 'e 202', 'chocolat', 'cacao en pâte', 'sucre', 'beurre de cacao', 'beurre', 'émulsifiant', 'lécithine de soja', 'arôme vanilline', 'oeufs', ""d'élevage au sol"", 'sucre', 'beurre', 'eau', 'sirop de café 3', 'eau', 'sucre', 'extrait de café', 'alcool', 'arômes', ""écorce d'orange confite"", ""écorce d'orange"", 'sirop de glucose et de fructose', 'sucre', 'lait entier', 'levure', 'chocolat en gouttes au café', 'sucre', 'cacao en pâte', 'beurre de cacao', 'café', 'émulsifiant', 'lécithine de soja', 'arômes', 'émulsifiant', 'e 471', 'sel de cuisine', 'fructose', 'arômes', '1sachet cacao', '25 g', 'cacao maigre en poudre', 'sucre', 'amidon de blé', 'peut contenir', 'noisettes', 'amandes']",maina PANETTONE Tiramisù Il Golosone
200,4.5,34.0,0.5,2.0,7617027853125,"['légumes mélangés', 'cornichons', 'carottes', 'poivrons', 'celeri', 'navet', 'petits oignons', 'chou', 'fleur', 'épis de maïs', 'fenoul', ""vinaigres d'alcool et de vin blanc"", 'eau', 'sucre', 'sel de cuisine iodé', ""extraits d'épices""]",Condy Mixed Pickles
201,10.0,40.0,0.5,0.5,7616800202617,"['eau', 'jus de fruits à partir de jus de fruits concentrés', 'oranges', 'pommes', 'citrons', 'jus de carotte à partir de concentré', 'sucre', 'acidifiant', 'acide citrique', 'vitamine c', 'arômes nat', 'vitamine e', 'bêta', 'carotène', 'provitamine a']",Actilife Breakfast
202,,,,,7613312067338,"['extrait de café', 'café torréfié']",
203,34.4,194.0,1.5,5.4,4007933957131,"['gruau de seigle complet', 'eau', 'froment complet égrugé', 'avoine', 'ogre', 'sel']",
204,5.0,43.0,2.0,1.0,7613269188292,"[""sirop d'amidon déshydraté"", 'extraits de café et de chicorée déshydratée 26', 'produits laitiers en poudre 24', 'graisse de palme', 'stabilisant', 'e340', 'émulsifiant', 'e471']",Noblesse Café Au Lait
209,10.0,63.0,1.2,3.0,7610900138906,"['lait partiellement écrémé', 'café arabica fraîchement préparé', 'sucre', 'cacao en poudre 0', 'stabilisant', 'e339', 'épaississant carraghénane', 'pasteurisé', 'teneur en caféine', '80mg par gobelet']",Emmi : Caffè Latte : Cappuccino
210,,,,,7613269176114,"[""jus de raisin blanc d'italie"", 'acide carbonique']",
212,11.9,125.0,6.4,4.1,7613196010192,"['lait entier', 'crème 8', 'sucre', 'eau', 'protéines de lait', 'jus de citron à base de concentré', 'arôme naturale de vanille bourbon', 'arôme', 'jus de carotte concentré', 'grains de vanille épuisés', 'sucre caramélisé']",Nestlé JOGHURT NACH GRIECHISCHER ART VANILLE
213,58.0,273.0,0.5,3.0,7610849249145,"['figues bio', 'provenance', 'voir date']",Coop naturaplan Feigen getrocknet
214,79.9,391.0,3.6,8.0,4104420052109,"['riz complet  sésame', 'sel marin 0', ""de l'agriculture biologique""]",ALNATURA Reis Waffeln glutenfrei
215,38.0,158.0,,0.5,7610818074938,"['fraises', 'sucre', 'gélifiant', 'e 440', ""correcteur d'acidité"", 'e 330', 'e 327', 'épaississant', 'e 410']",coop WeightWatchers ERDBEEREN
216,63.5,516.0,27.1,3.7,0039047010215,"['mélange de farines', 'riz', 'fécule de pomme de terre', 'maïs', 'stabilisant', 'gamme xanthane', 'beurre', 'lait', 'sucre', 'pépites de chocolat noir', 'sucre', 'pâtte de cocoo', 'beurre de coccoo', 'émulsifiant', 'lécithine de soja', 'arôme naturel de vanille', 'sel']",Walkers Gluten Free Pure Butter CHOCOLATE CHIP SHORTBREAD
217,,,,,7610057002150,"['jus de pomme suisse', 'max', 'jus de poire', 'à base de concentré partiellement fermenté', 'acide carbonique', 'antioxydant métabisulfite de potassium', 'pasteureisé', 'contient des sulfites']",RAMSEIER Suure Moscht
219,3.0,60.0,4.5,1.5,7613356374577,"['eau', ""pâte d'amande"", 'sucre de canne brut', 'argentine', 'sel de cuisine']",Karma Bio Mandeldrink Natur
220,62.0,257.0,0.8,1.0,3492390015677,"['jus de fruits concentrés', 'raisin', 'datte', '56', 'châtaignes', 'arôme', 'extait naturel de vanille']",ST. DALFOUR Rhapsodie de Kastanien
221,8.0,32.0,0.5,0.0,7616800204154,"['infusion de thé noir et de cynorrhodon/fleurs de carcadé', ""dosage de l'extrait sec"", '1', '2g/l', 'sucre', 'jus de citron à partir de concentré']",Bischofszell Ice Tea Zitrone
223,13.0,90.0,2.5,3.5,7610200424747,"['eau', 'sucre de canne brut', 'graines de soja pelées', 'fruits/', 'pêches 1', 'pommes 1', 'poires 0', 'fraises 0', 'bananes 0', 'flocons de céréales/', 'blé 1', 'avoine 0', 'fécule de tapioca', 'noisettes 0', 'raisins secs', 'jus de citron concentré', 'arôme naturels']",Migros Bio Soja Line Soyog Birchermüesli
225,31.0,141.0,0.5,3.5,7617027734868,"['eau', 'sucre', ""extrait d'huîtres"", 'huitre géante du pacifique', 'crassostrea gigas', 'pâte de soja', 'eau', 'graines de soja', 'sel de cuisine', 'farine de blé', 'sel de cuisine', 'amidon modifié de maïs', 'exhausteur de goût', 'glutamate monosodique', 'colorant', 'caramel ordinaire', 'conservateur', 'e202']",Chop Stick Oyster Sauce
226,0.0,0.2,0.0,0.0,7617500192307,"['eau', 'acide carbonique', 'colorant', 'e150d', 'acidifiants', 'acide orthophosphorique et acide citrique', 'édulcorants', 'aspartame et acésulfame k', 'caféine', 'arôme naturel']","M Budget Limonade mit Cola-Aroma,  coffeinhaltig"
227,51.0,250.0,0.7,9.0,7616700200676,"['farine de blé', 'eau', 'sel de cuisine', 'glucose', 'conservateur', 'e 282']",Migros Pita
228,1.5,13.0,0.5,0.8,7610200047526,"['asperges blanches', 'china', 'eau', 'sel de cuisine', 'antioxydant', 'acide citrique']",M Classic Spargelspitzen
